level;number;name;permalink;tags/0;tags/1;tags/2;tags/3;tags/4;tags/5;tags/6;tags/7;tags/8;tags/9;tags/10;tags/11;content;understanding;conformance;html
3;2.4.12;  Success Criterion 2.4.12 Focus Not Obscured (Enhanced);https://www.w3.org/TR/2024/REC-WCAG22-20241212/#focus-not-obscured-enhanced;-;screen design;;developing site;;video;text;-;forms;animations;-;audio;"<p>New<br/>When a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-interface-components"">user interface component</a> receives keyboard focus, no part of the component is hidden by author-created content.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/focus-not-obscured-enhanced.html"">Understanding Focus Not Obscured (Enhanced)</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#focus-not-obscured-enhanced"">How to Meet Focus Not Obscured (Enhanced)</a>";AAA;"<p>New<br/>When a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-interface-components"">user interface component</a> receives keyboard focus, no part of the component is hidden by author-created content.</p>"
3;2.4.13;  Success Criterion 2.4.13 Focus Appearance;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#focus-appearance;-;screen design;;developing site;developing components;video;text;-;forms;animations;-;audio;"<p>New<br/>When the keyboard <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-focus-indicator"">focus indicator</a> is visible, an area of the focus indicator meets all the following:<br/></em>   is at least as large as the area of a 2 <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-css-pixels"">CSS pixel</a> thick <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-perimeter"">perimeter</a> of the unfocused component or sub-component, and <em>   has a contrast ratio of at least 3:1 between the same pixels in the focused and unfocused states.<br/>Exceptions:<br/></em>   The focus indicator is determined by the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-agents"">user agent</a> and cannot be adjusted by the author, or <em>   The focus indicator and the indicators background color are not modified by the author.<br/>Note 1<br/>What is perceived as the user interface component or sub-component (to determine the perimeter) depends on its visual <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-presentation"">presentation</a>. The visual presentation includes the components visible <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-content"">content</a>, border, and component-specific background. It does not include shadow and glow effects outside the components content, background, or border.<br/>Note 2<br/>Examples of sub-components that may receive a focus indicator are menu items in an opened drop-down menu, or focusable cells in a grid.<br/>Note 3<br/>Contrast calculations can be based on colors defined within the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-technologies"">technology</a> (such as HTML, CSS, and SVG). Pixels modified by user agent resolution enhancements and anti-aliasing can be ignored.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/focus-appearance.html"">Understanding Focus Appearance</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#focus-appearance"">How to Meet Focus Appearance</a>";AAA;"<p>New<br/>When the keyboard <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-focus-indicator"">focus indicator</a> is visible, an area of the focus indicator meets all the following:<br/></em>   is at least as large as the area of a 2 <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-css-pixels"">CSS pixel</a> thick <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-perimeter"">perimeter</a> of the unfocused component or sub-component, and <em>   has a contrast ratio of at least 3:1 between the same pixels in the focused and unfocused states.<br/>Exceptions:<br/></em>   The focus indicator is determined by the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-agents"">user agent</a> and cannot be adjusted by the author, or <em>   The focus indicator and the indicators background color are not modified by the author.<br/>Note 1<br/>What is perceived as the user interface component or sub-component (to determine the perimeter) depends on its visual <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-presentation"">presentation</a>. The visual presentation includes the components visible <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-content"">content</a>, border, and component-specific background. It does not include shadow and glow effects outside the components content, background, or border.<br/>Note 2<br/>Examples of sub-components that may receive a focus indicator are menu items in an opened drop-down menu, or focusable cells in a grid.<br/>Note 3<br/>Contrast calculations can be based on colors defined within the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-technologies"">technology</a> (such as HTML, CSS, and SVG). Pixels modified by user agent resolution enhancements and anti-aliasing can be ignored.</p>"
2;2.5;  Guideline 2.5 Input Modalities;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#input-modalities;conceptual perspective;;;;;;;;;;;;<p>Make it easier for users to operate functionality through various inputs beyond keyboard.</p>;"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/input-modalities.html"">Understanding Input Modalities</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#input-modalities"">How to Meet Input Modalities</a>";;<p>Make it easier for users to operate functionality through various inputs beyond keyboard.</p>
3;2.5.1;  Success Criterion 2.5.1 Pointer Gestures;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#pointer-gestures;-;;;developing site;developing components;-;-;-;-;-;gestures;-;"<p>All <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-functionality"">functionality</a> that uses multipoint or path-based gestures for operation can be operated with a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-single-pointer"">single pointer</a> without a path-based gesture, unless a multipoint or path-based gesture is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a>.<br/>Note<br/>This requirement applies to web content that interprets pointer actions (i.e., this does not apply to actions that are required to operate the user agent or assistive technology).</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/pointer-gestures.html"">Understanding Pointer Gestures</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#pointer-gestures"">How to Meet Pointer Gestures</a>";A;"<p>All <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-functionality"">functionality</a> that uses multipoint or path-based gestures for operation can be operated with a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-single-pointer"">single pointer</a> without a path-based gesture, unless a multipoint or path-based gesture is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a>.<br/>Note<br/>This requirement applies to web content that interprets pointer actions (i.e., this does not apply to actions that are required to operate the user agent or assistive technology).</p>"
3;2.5.2;  Success Criterion 2.5.2 Pointer Cancellation;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#pointer-cancellation;-;screen design;;developing site;developing components;-;-;-;-;-;gestures;-;"<p>For <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-functionality"">functionality</a> that can be operated using a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-single-pointer"">single pointer</a>, at least one of the following is true:<br/>No Down-Event<br/>The <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-down-event"">down-event</a> of the pointer is not used to execute any part of the function;<br/>Abort or Undo<br/>Completion of the function is on the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-up-event"">up-event</a>, and a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> is available to abort the function before completion or to undo the function after completion;<br/>Up Reversal<br/>The up-event reverses any outcome of the preceding down-event;<br/>Essential<br/>Completing the function on the down-event is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a>.<br/>Note 1<br/>Functions that emulate a keyboard or numeric keypad key press are considered essential.<br/>Note 2<br/>This requirement applies to web content that interprets pointer actions (i.e., this does not apply to actions that are required to operate the user agent or assistive technology).</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/pointer-cancellation.html"">Understanding Pointer Cancellation</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#pointer-cancellation"">How to Meet Pointer Cancellation</a>";A;"<p>For <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-functionality"">functionality</a> that can be operated using a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-single-pointer"">single pointer</a>, at least one of the following is true:<br/>No Down-Event<br/>The <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-down-event"">down-event</a> of the pointer is not used to execute any part of the function;<br/>Abort or Undo<br/>Completion of the function is on the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-up-event"">up-event</a>, and a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> is available to abort the function before completion or to undo the function after completion;<br/>Up Reversal<br/>The up-event reverses any outcome of the preceding down-event;<br/>Essential<br/>Completing the function on the down-event is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a>.<br/>Note 1<br/>Functions that emulate a keyboard or numeric keypad key press are considered essential.<br/>Note 2<br/>This requirement applies to web content that interprets pointer actions (i.e., this does not apply to actions that are required to operate the user agent or assistive technology).</p>"
3;2.5.3;  Success Criterion 2.5.3 Label in Name;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#label-in-name;-;;;developing site;developing components;-;text;-;-;-;-;-;"<p>For <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-interface-components"">user interface components</a> with <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-labels"">labels</a> that include <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-text"">text</a> or <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-images-of-text"">images of text</a>, the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-name"">name</a> contains the text that is presented visually.<br/>Note<br/>A best practice is to have the text of the label at the start of the name.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/label-in-name.html"">Understanding Label in Name</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#label-in-name"">How to Meet Label in Name</a>";A;"<p>For <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-interface-components"">user interface components</a> with <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-labels"">labels</a> that include <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-text"">text</a> or <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-images-of-text"">images of text</a>, the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-name"">name</a> contains the text that is presented visually.<br/>Note<br/>A best practice is to have the text of the label at the start of the name.</p>"
3;2.5.4;  Success Criterion 2.5.4 Motion Actuation;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#motion-actuation;-;screen design;;developing site;developing components;;;;;;;;"<p><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-functionality"">Functionality</a> that can be operated by device motion or user motion can also be operated by <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-interface-components"">user interface components</a> and responding to the motion can be disabled to prevent accidental actuation, except when:<br/>Supported Interface<br/>The motion is used to operate functionality through an <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-accessibility-supported"">accessibility supported</a> interface;<br/>Essential<br/>The motion is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a> for the function and doing so would invalidate the activity.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/motion-actuation.html"">Understanding Motion Actuation</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#motion-actuation"">How to Meet Motion Actuation</a>";A;"<p><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-functionality"">Functionality</a> that can be operated by device motion or user motion can also be operated by <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-interface-components"">user interface components</a> and responding to the motion can be disabled to prevent accidental actuation, except when:<br/>Supported Interface<br/>The motion is used to operate functionality through an <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-accessibility-supported"">accessibility supported</a> interface;<br/>Essential<br/>The motion is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a> for the function and doing so would invalidate the activity.</p>"
3;2.5.5;  Success Criterion 2.5.5 Target Size (Enhanced);https://www.w3.org/TR/2024/REC-WCAG22-20241212/#target-size-enhanced;-;screen design;;developing site;developing components;;;;;;;;"<p>The size of the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-targets"">target</a> for <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-pointer-inputs"">pointer inputs</a> is at least 44 by 44 <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-css-pixels"">CSS pixels</a> except when:<br/>Equivalent<br/>The target is available through an equivalent link or control on the same page that is at least 44 by 44 CSS pixels;<br/>Inline<br/>The target is in a sentence or <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-blocks-of-text"">block of text</a>;<br/>User Agent Control<br/>The size of the target is determined by the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-agents"">user agent</a> and is not modified by the author;<br/>Essential<br/>A particular <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-presentation"">presentation</a> of the target is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a> to the information being conveyed.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/target-size-enhanced.html"">Understanding Target Size (Enhanced)</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#target-size-enhanced"">How to Meet Target Size (Enhanced)</a>";AAA;"<p>The size of the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-targets"">target</a> for <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-pointer-inputs"">pointer inputs</a> is at least 44 by 44 <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-css-pixels"">CSS pixels</a> except when:<br/>Equivalent<br/>The target is available through an equivalent link or control on the same page that is at least 44 by 44 CSS pixels;<br/>Inline<br/>The target is in a sentence or <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-blocks-of-text"">block of text</a>;<br/>User Agent Control<br/>The size of the target is determined by the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-agents"">user agent</a> and is not modified by the author;<br/>Essential<br/>A particular <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-presentation"">presentation</a> of the target is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a> to the information being conveyed.</p>"
3;2.5.6;  Success Criterion 2.5.6 Concurrent Input Mechanisms;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#concurrent-input-mechanisms;-;screen design;;developing site;developing components;;;;;;;;"<p>Web content does not restrict use of input modalities available on a platform except where the restriction is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a>, required to ensure the security of the content, or required to respect user settings.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/concurrent-input-mechanisms.html"">Understanding Concurrent Input Mechanisms</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#concurrent-input-mechanisms"">How to Meet Concurrent Input Mechanisms</a>";AAA;"<p>Web content does not restrict use of input modalities available on a platform except where the restriction is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a>, required to ensure the security of the content, or required to respect user settings.</p>"
3;2.5.7;  Success Criterion 2.5.7 Dragging Movements;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dragging-movements;-;screen design;;developing site;developing components;;;;;;gestures;;"<p>New<br/>All <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-functionality"">functionality</a> that uses a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-dragging-movements"">dragging movement</a> for operation can be achieved by a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-single-pointer"">single pointer</a> without dragging, unless dragging is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a> or the functionality is determined by the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-agents"">user agent</a> and not modified by the author.<br/>Note<br/>This requirement applies to web content that interprets pointer actions (i.e., this does not apply to actions that are required to operate the user agent or assistive technology).</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/dragging-movements.html"">Understanding Dragging Movements</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#dragging-movements"">How to Meet Dragging Movements</a>";AA;"<p>New<br/>All <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-functionality"">functionality</a> that uses a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-dragging-movements"">dragging movement</a> for operation can be achieved by a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-single-pointer"">single pointer</a> without dragging, unless dragging is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a> or the functionality is determined by the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-agents"">user agent</a> and not modified by the author.<br/>Note<br/>This requirement applies to web content that interprets pointer actions (i.e., this does not apply to actions that are required to operate the user agent or assistive technology).</p>"
3;2.5.8;  Success Criterion 2.5.8 Target Size (Minimum);https://www.w3.org/TR/2024/REC-WCAG22-20241212/#target-size-minimum;-;screen design;;developing site;developing components;;;;;;;;"<p>New<br/>The size of the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-targets"">target</a> for <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-pointer-inputs"">pointer inputs</a> is at least 24 by 24 <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-css-pixels"">CSS pixels</a>, except when:<br/>Spacing<br/>Undersized targets (those less than 24 by 24 CSS pixels) are positioned so that if a 24 CSS pixel diameter circle is centered on the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-bounding-boxes"">bounding box</a> of each, the circles do not intersect another target or the circle for another undersized target;<br/>Equivalent<br/>The function can be achieved through a different control on the same page that meets this criterion;<br/>Inline<br/>The target is in a sentence or its size is otherwise constrained by the line-height of non-target text;<br/>User Agent Control<br/>The size of the target is determined by the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-agents"">user agent</a> and is not modified by the author;<br/>Essential<br/>A particular <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-presentation"">presentation</a> of the target is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a> or is legally required for the information being conveyed.<br/>Note 1<br/>Targets that allow for values to be selected spatially based on position within the target are considered one target for the purpose of the success criterion. Examples include sliders, color pickers displaying a gradient of colors, or editable areas where you position the cursor.<br/>Note 2<br/>For inline targets the line-height should be interpreted as perpendicular to the flow of text. For example, in a language displayed vertically, the line-height would be horizontal.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/target-size-minimum.html"">Understanding Target Size (Minimum)</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#target-size-minimum"">How to Meet Target Size (Minimum)</a></p>";AA;"<p>New<br/>The size of the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-targets"">target</a> for <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-pointer-inputs"">pointer inputs</a> is at least 24 by 24 <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-css-pixels"">CSS pixels</a>, except when:<br/>Spacing<br/>Undersized targets (those less than 24 by 24 CSS pixels) are positioned so that if a 24 CSS pixel diameter circle is centered on the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-bounding-boxes"">bounding box</a> of each, the circles do not intersect another target or the circle for another undersized target;<br/>Equivalent<br/>The function can be achieved through a different control on the same page that meets this criterion;<br/>Inline<br/>The target is in a sentence or its size is otherwise constrained by the line-height of non-target text;<br/>User Agent Control<br/>The size of the target is determined by the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-agents"">user agent</a> and is not modified by the author;<br/>Essential<br/>A particular <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-presentation"">presentation</a> of the target is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a> or is legally required for the information being conveyed.<br/>Note 1<br/>Targets that allow for values to be selected spatially based on position within the target are considered one target for the purpose of the success criterion. Examples include sliders, color pickers displaying a gradient of colors, or editable areas where you position the cursor.<br/>Note 2<br/>For inline targets the line-height should be interpreted as perpendicular to the flow of text. For example, in a language displayed vertically, the line-height would be horizontal.</p>"
1;3.;  3. Understandable;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#understandable;conceptual perspective;;;;;;;;;;;;<p>Information and the operation of the user interface must be understandable.</p>;<hr>;;<p>Information and the operation of the user interface must be understandable.</p>
2;3.1;  Guideline 3.1 Readable;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#readable;conceptual perspective;;;;;;;;;;;;<p>Make text content readable and understandable.</p>;"<p><a href=""https://www.w3.org/WAI/WCAG22/Understanding/readable.html"">Understanding Readable</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#readable"">How to Meet Readable</a>";;<p>Make text content readable and understandable.</p>
3;3.1.1;  Success Criterion 3.1.1 Language of Page;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#language-of-page;-;;content creation;;;video;text;;;;;audio;"<p>The default <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-human-language-s"">human language</a> of each <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web page</a> can be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-programmatically-determinable"">programmatically determined</a>.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/language-of-page.html"">Understanding Language of Page</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#language-of-page"">How to Meet Language of Page</a>";A;"<p>The default <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-human-language-s"">human language</a> of each <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web page</a> can be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-programmatically-determinable"">programmatically determined</a>.</p>"
3;3.1.2;  Success Criterion 3.1.2 Language of Parts;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#language-of-parts;-;;content creation;;;video;text;;;;;audio;"<p>The <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-human-language-s"">human language</a> of each passage or phrase in the content can be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-programmatically-determinable"">programmatically determined</a> except for proper names, technical terms, words of indeterminate language, and words or phrases that have become part of the vernacular of the immediately surrounding <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-text"">text</a>.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/language-of-parts.html"">Understanding Language of Parts</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#language-of-parts"">How to Meet Language of Parts</a>";AA;"<p>The <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-human-language-s"">human language</a> of each passage or phrase in the content can be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-programmatically-determinable"">programmatically determined</a> except for proper names, technical terms, words of indeterminate language, and words or phrases that have become part of the vernacular of the immediately surrounding <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-text"">text</a>.</p>"
3;3.1.3;  Success Criterion 3.1.3 Unusual Words;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#unusual-words;-;;content creation;;;video;text;;;;;audio;"<p>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> is available for identifying specific definitions of words or phrases <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-used-in-an-unusual-or-restricted-way"">used in an unusual or restricted way</a>, including <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-idioms"">idioms</a> and <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-jargon"">jargon</a>.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/unusual-words.html"">Understanding Unusual Words</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#unusual-words"">How to Meet Unusual Words</a>";AAA;"<p>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> is available for identifying specific definitions of words or phrases <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-used-in-an-unusual-or-restricted-way"">used in an unusual or restricted way</a>, including <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-idioms"">idioms</a> and <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-jargon"">jargon</a>.</p>"
3;3.1.4;  Success Criterion 3.1.4 Abbreviations;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#abbreviations;-;;content creation;;;video;text;;;;;audio;"<p>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> for identifying the expanded form or meaning of <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-abbreviations"">abbreviations</a> is available.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/abbreviations.html"">Understanding Abbreviations</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#abbreviations"">How to Meet Abbreviations</a>";AAA;"<p>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> for identifying the expanded form or meaning of <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-abbreviations"">abbreviations</a> is available.</p>"
3;3.1.5;  Success Criterion 3.1.5 Reading Level;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#reading-level;-;;content creation;;;video;text;;;;;audio;"<p>When text requires reading ability more advanced than the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-lower-secondary-education-level"">lower secondary education level</a> after removal of proper names and titles, <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-supplementary-content"">supplemental content</a>, or a version that does not require reading ability more advanced than the lower secondary education level, is available.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/reading-level.html"">Understanding Reading Level</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#reading-level"">How to Meet Reading Level</a>";AAA;"<p>When text requires reading ability more advanced than the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-lower-secondary-education-level"">lower secondary education level</a> after removal of proper names and titles, <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-supplementary-content"">supplemental content</a>, or a version that does not require reading ability more advanced than the lower secondary education level, is available.</p>"
